,reviewTitle,reviewContent,rating,label,clean_teks
18108,sangat baik,"produk sudah diterima, barang original sesuai spesifikasi dan deskripsi, packing yang digunakan sangat aman. thanks lazada",5,1,produk terima barang original sesuai spesifikasi deskripsi packing aman terimakasih lazada
18109,mantap gan,"barang sesuai spesifikasi dan kualitasnya bagus, pengiriman cepet banget hr ini transfer langsung dikirimbesoknya nyampee. mantap lazada.. selalu puas belanja di lazada!!",5,1,barang sesuai spesifikasi kualitas bagus kirim cepat banget transfer langsung dikirimbesoknya nyampee mantap lazada puas belanja lazada
18110,REVIEW,"Waktu pengiriman》sangat cepat walaupun saya dari pedesaan Kondisi barang》aman&kurir ramah Review barang》kondisi bagus,barang ori, berjalan lancar tanpa masalah. Pokonya the best sealler ya lazada dah",5,1,kirim cepat desa kondisi barang aman kurir ramah tinjau barang kondisi bagus barang original jalan lancar poko the best sealler ya lazada
18111,ninja xpress kacau,"udh berkali2 ngantar,udah wa kok gak diantar.ekspedisi apaan ini,katanya mau diantar kok mlh dibatalkan....lazada gmn ini kok kerjasama dgn ekspedisi yg amburadul",1,0,kali ngantar wa antar ekspedisi antar batal lazada kerjasama ekspedisi amburadul
18112,SanDisk Flashdisk Cruzer Blade CZ50 - 16GB,"Paket cepat banget sampainya padahal pembayarannya baru kemarin malam n besok siang barangnya udah sampai ketangan sy.. Flashdisk langsung diformat n it works, done tanpa masalah.. Belanja di lazada gak pernah mengecewakan deh, thank u reseller n thank u lazada",5,1,paket cepat banget sampai bayar kemarin malam n besok siang barang ketang flashdisk langsung format n it works done belanja lazada kecewa deh thank reseller n thank lazada
18113,Nice delivery,pengiriman cepat karena menggunakan lazada logistic. produk juga ok dan sesuai tetapi isinya hanya 14.5 GB dari 16GB yang tertulis di bungkusnya.,4,1,kirim cepat lazada logistic produk ok sesuai isi gb gb tulis bungkus
18114,bagus,Pengiriman ga sampe 1 minggu.barang oke walaupun memang tidak ada penutup FD persis seperti di gambar.,5,1,kirim minggu barang oke tutup fd persis gambar
18115,Barang sdh sampai,"Buat yg butuh flashdisk murah segera kesini aja, harga murah, cepat sampai dan barang ori, trimakasih",5,1,butuh flashdisk murah kesini harga murah cepat barang original trimakasih
18116,Bagus,"paking bagus, pengiriman standard 3hari, barang nya sesuai dengan yang di iklankan. sukses terus pertahankan masbroo...jangan ikut ikutan toko sebelah.",4,1,paking bagus kirim standar barang nya sesuai iklan sukses tahan masbroo ikut toko belah
18117,Mantap,Terimakasih barang sudah diterima sesuai pesanan. Pokoknya mantap deh barangnya. Terimakasih lazada.,5,1,terimakasih barang terima sesuai pesan pokok mantap deh barang terimakasih lazada
18118,Good...!!!,"Barang bagus,awet, cuma harga nya turun naik...jadi aku beli pas lagi flash sale aza,jadi sangat murah...MANTAP LAZADA....",5,1,barang bagus awet harga nya turun beli pas flash sale aza murah mantap lazada
18119,SanDisk Flashdisk 16GB,"Pengiriman sesuai yang dijanjikan dengan pengemasan yg aman untuk flashdisk namun kapsitas real flashdisk hanya 14,5 GB dari 16 GB. Tapi lumayan lah dpt lebih murah daripada beli di toko toko lain",5,1,kirim sesuai janji emas aman flashdisk kapsitas real flashdisk gb gb lumayan murah beli toko toko
18120,Barang bagus,"Barangnya bagus, cuma kirain memorinya bener2 16GB, ya mngkin agak ngurang2 dikitlah jdi 15,5 tapi ini banyak jadi 14,5GB entah 1,5GB nya kemana. Lama pngiriman standar, 4hari baru sampe.",5,1,barang bagus kirain memori bener gb ya ngurang dikit gb gb nya mana pngiriman standar
18121,Puas dan Terimakasih,"Terimakasih kak, pesanannya sudah sampai. Barangnya bagus, packingnya rapi. Barangnya cepet sampe. Tp sayang ternyata cuma 14,5 gb",4,1,terimakasih kak pesan barang bagus packingnya rapi barang cepat sayang gb
18122,SanDisk Flashdisk Cruzer Blade CZ50 - 16GB,"bentuk fisik produk sesuai dengan gambar yang ditampilkan. fiturnya juga sesuai, dan packaging nya benar2 rapat, sehingga barang terjamin keamanannya",5,1,bentuk fisik produk sesuai gambar tampil fiturnya sesuai packaging nya rapat barang jamin aman
18123,Garansi nya kaya apa?,"Katanya ada garansinya 5 tahun , dari apa sih ? Sy ga menemukan kertas garansinya ?  Klo sdh d jwb nnti d tnbh bntangnya",3,0,garansi sih temu kertas garansi d nnti d tnbh bntangnya
18124,Cepat,"Pesan kamis siang, hari sabtu sore sudah sampai dengan jne... Thankiu barang oke... Packing jg rapih dengan bubble",5,1,pesan kamis siang sabtu sore jne thankiu barang oke packing rapih bubble
18125,Tumben lama bgt,"Pesenan pertama pesan hari ini besok smpe, kmren pas mesen tgl 12 baru dikirim tgl nympe tgl 16, tapi okleaah rapopo hehe",5,1,pesan pesan besok kemarin pas mesen tanggal kirim tanggal nympe tanggal okleaah rapopo hehe
18126,"Bagus, hanya.....","Minus cuma 1, awal colok ke port usb (laptop atau mobil) agak sempit/susah. Begitu sudah masuk malah longgar, jadi sering ga kebaca FD nya",4,1,minus colok port usb laptop mobil sempit susah masuk longgar baca fd nya
18127,14gb in total.,"Flasd Drive nya sampai sesuai dengan estimasi. Packing ALWAYS baik. Walaupun total kapasitas tidak lagi 16gb, but it's worth the price. Semoga awet",4,1,flasd drive nya sesuai estimasi packing total kapasitas gb but it s worth the harga moga awet
18128,Sudah diterima,"Proses cepat pesan rabu dan jumat sdh di terima, packing rapih aman dan barang bagus sudah bisa di gunakan dgn baik kualitas bagus lumayan dpt murah oke terimakasih lazada....",5,1,proses cepat pesan rabu jumat terima packing rapih aman barang bagus kualitas bagus lumayan murah oke terimakasih lazada
18129,"5 bintang ,","barang nyampe di trenggalek dg selamat tanpa cacat, barang ori isi flashdisk 14,5 gb seperti biasa ,trimakasih lazada",5,1,barang trenggalek selamat cacat barang original isi flashdisk gb trimakasih lazada
18130,Flasdisk 16GB Sandisk,"packing rapi, barang cepat sampai, kondisi bagus sesuai gambar, dan sudah dicoba, mantap buat penyimpanan, terima kasih Lazada",5,1,packing rapi barang cepat kondisi bagus sesuai gambar coba mantap simpan terima kasih lazada
18131,SanDisk Flashdisk Cruzer Blade CZ50 - 16GB,"Kecil, ringan, enak dibawa-bawa, dan mudah disimpan. Sejauh pengalaman saya menggunakan produk dari SanDisk, performanya memuaskan dan bisa dipakai untuk jangka waktu yang lama.",5,1,ringan enak bawa bawa mudah simpan alam produk sandisk performa muas pakai jangka
18132,Bagus banget produknya,Produk nya bagus beli hari kamis dateng hari jumat pengiriman nya tepat waktu flasdish nya bagus banget terjaga banget saaylt pengirimannya pakai bubblewrap nya juga jadi terjaga banget pokok nya Best seller,5,1,produk nya bagus beli kamis jumat kirim nya flasdish nya bagus banget jaga banget saaylt kirim pakai bubblewrap nya jaga banget pokok nya best jual
18133,SanDisk keren!,"setelah menerima SanDisk Cruzer Blade Cz50 - 16 saya langsung mengisinya dengan berbagai data musik dan video dari komputer, saya kagum ternyata cepat sekali copynya, bahkan saat digunakan di dvd player, semua data video bisa dibaca dan lancar nontonnya hingga semua video saya tonton. terima kasih LAZADA terima kasih SanDisk!",5,1,terima sandisk cruzer blade cz langsung isi data musik video komputer kagum cepat copynya dvd player data video baca lancar nontonnya video tonton terima kasih lazada terima kasih sandisk
18134,Harga ok produk ok!!,"Beli pas lagi promo, sempat khaw atir produk abal2 tapi ternyata ok punya, barang cepat sampai dan langsung bisa dipakai, recomended pokoknya",5,1,beli pas promo khaw atir produk abal ok barang cepat langsung pakai recomended pokok
18136,"Barang murah, asli dan bergaransi resmi","Flashdisk Sandisk ini sudah saya terima dan benar2 ori, untuk yg lainnya jangan takut untuk membeli produk di lazada ini",5,1,flashdisk sandisk terima original takut beli produk lazada
18137,Recommend❤,Mesen hari senin sampe hari rabu. Mulussss no lecet2 packingnya rapih but gue dapet kurir yg ga ramah overall oke kok. Kapasistasnya 14gb yg gue dapet but oke kok buat nyimpen film anime,5,1,mesen senin rabu mulussss nomor lecet packingnya rapih but dapet kurir ramah overall oke kapasistasnya gb dapet but oke nyimpen film anime
18138,Mantap,"Packing rapih dan pengiriman tepat waktu, ditambah packing juga dilapisi buble dijamin barang aman, mantap",5,1,packing rapih kirim tambah packing lapis buble jamin barang aman mantap
18139,Recomended,"Pengirimannya cepat, dipack dengan rapih,tapi ukurannya gak 16 gb tapi hanya 14 gb over all gak nyesel deh beli disini dengan harga segitu dan barangnya pun ori. Thanks",4,1,kirim cepat dipack rapih ukur gb gb over all sesal deh beli harga segitu barang original terimakasih
18140,cepat dan tepat,barang sesuai dg gambar dan speaifikasi pesanan. pengiriman cepat dan notifikasi tracking pengiriman memuaskan,5,1,barang sesuai gambar speaifikasi pesan kirim cepat notifikasi tracking kirim muas
18141,Flashfisk 16 gb Sandisk,"Barang cepat sampai nya, packing nya Buagus banget, dibungkus rapih, pake plastik kletek2 lagi wkwkwk jadi bisa buat mainan wkwkwk good banget saya puas, BUANGET",5,1,barang cepat nya packing nya buagus banget bungkus rapih pakai plastik kletek wkwkwk main wkwkwk good banget puas banget
18142,Ori itu enteng ya?,Dari packing barangnya bener bener rapet dan aman. Tapi emang kalo ori se enteng itu ya? Efek ga paham.,5,1,packing barang bener bener rapet aman emang original ringan ya efek paham
18143,VERY GOOD,Puas banget sama lazada malem nya bayar lewat Indomaret siang nya sampe pas barang nya diterima dari segi pengemasan sampai ke barang nya ga ada yg kurang satu pun original lagi flash disk nya. Thx lazada selalu berikan yg terbaik untuk para konsumen,5,1,puas banget lazada malam nya bayar indomaret siang nya pas barang nya terima segi emas barang nya original flash disk nya terimakasih lazada baik konsumen
18146,Lima Bintang,"Barangnya ori, Bagus ,sesuai deskripsi,  puas blanja di lazada..  Apalagi yg bikin puas harganya murah...",5,1,barang original bagus sesuai deskripsi puas blanja lazada bikin puas harga murah
18147,"Kualitas bagus, harga bagus","Barang punya build quality yang bagus - cukup kuat, tidak terlalu besar dan tidak terlalu kecil. Performa kecepatan transfer bagus untuk USB 2.0. Kapasitas cukup untuk keperluan sehari-hari. Ada software security di dalam flashdisk (yang pasti tidak akan digunakan). Tidak bisa untuk Micro USB/USB-C, tapi wajar untuk harga segini. Untuk harga dibawah 70rb, ini sudah sangat bagus. 5/5",5,1,barang build kualitas bagus kuat performa cepat transfer bagus usb kapasitas perlu hari software aman flashdisk micro usb usb c wajar harga gin harga bawah rb bagus
18148,Luar Biasa,awalnya ragu karena sudah pernah ketipu. pas nyampe langsung di cek byte per byte hahaha ternyata barangnya beneran bukan fake size. luar biasahhh,5,1,ragu tipu pas langsung cek byte byte hahaha barang beneran fake size biasahhh
18149,BARANGNYA BELUM SAMPAI,"Bilangnya estimasi tanggal 13-15. Tanggal 13 bilang sedang dikirim / diperjalanan, Tapi sampai sekarang belum ada kabar. Tolong dong di proses kiriman #3591717812. Saya perlu flashdisknya buat besok.",1,0,bilang estimasi tanggal tanggal bilang kirim jalan kabar tolong proses kirim flashdisknya besok
18150,Memuas kan dan pengirimnya rama dan baik,Saya senang dan bangga dengan pengirimannya juga baik dan orangnya menyenangkan thanks LAZADA semogah semakin baik dan mudah mudahan iklan iklan barang di lazada semua baik dan jujur ooo yah pekingnya rapi dan mantap,5,1,senang bangga kirim orang senang terimakasih lazada semogah mudah mudah iklan iklan barang lazada jujur ooo yah peking rapi mantap
18151,Puas,"Pengiriman cepett harga sesuai, packingnya tebel bgt sangat memikirkan keutuhan barang, dan sepertinya sih ini original hehehee, bintang lima deh",5,1,kirim cepett harga sesuai packingnya tebal banget pikir utuh barang sih original hehehee bintang deh
18152,Mantap,"Pengiriman cepat sekali, kurang dr 1 hari. Barang original kemasan rapi, pokoknya puaslah. Bravo Lazada",5,1,kirim cepat barang original kemas rapi pokok puas bravo lazada
18154,Kok beda?,"Entah sudah berapa puluh flashdisk merek ini saya beli disini. Dari promo, tidak promo bahkan saat tidak membutuhkannya. Tapi kok yang terakhir dikirim ini beda ya? Ya beda, biasanya merek ini ada stiker hologram nya, yang terakhir dikirim hanya berupa stiker biasa, bukan hologram. Mudah-mudahan hanya itu saja perbedaan, kapasitas sama entah untuk kualitasnya...",3,0,puluh flashdisk merek beli promo promo butuh kirim beda ya ya beda merek stiker hologram nya kirim stiker hologram mudah mudah beda kapasitas kualitas
18155,Mantap top markotop,"Pesen minggu malam jam 11 hari ini udah sampe lagi,padahal saya d bandung.baru kali ini pesenan sampe kurang dari 24 jam...sip lazada tingkatkan terus pelayanan ke konsumen. Barang original terbukti..pake transfer file 1,5giga dari hp cuma 3 menitan.udah cukup baik bagi saya...sesuai spesifikasi pokonya.",5,1,pesan minggu malam jam d bandung kali pesan jam sip lazada tingkat layan konsumen barang original bukti pakai transfer file giga hp menit sesuai spesifikasi poko
18156,LAZADA mantap jiwoo,Pesan barang tgl 20 okt pagi dan barang nyampe tgl 21 okt tepatnya jam setengah 1. Saya di Jogja dan merasa puas dengan layanan LAZADA. Barang yang diterima sesuai dengan deskripsi dan harapan saya. Mantap banget deh pokoknya.,5,1,pesan barang tanggal okt pagi barang tanggal okt tepat jam jogja puas layan lazada barang terima sesuai deskripsi harap mantap banget deh pokok
18157,Barang ORI,"Pengiriman cepat, Sandisk yg sy beli di Lazada ORI bgt, packing juga rapi ada buble wrapnya. thanks LAZADA... Puas pake nya, gak nyesel beli di LAZADA",5,1,kirim cepat sandisk beli lazada original banget packing rapi buble wrapnya terimakasih lazada puas pakai nya sesal beli lazada
18158,Real,Kalo di cek beneran 16gb. Untuk jenis fd ini dengan kapasitas 16gb harga nya ckup terjangkau. Thanks,5,1,cek beneran gb jenis fd kapasitas gb harga nya ckup jangkau terimakasih
18159,Ramah,"keren,, yg ngantrin barangnya ramah, pesanan bisa di bilang cepat, ori, murah, mantap jiwa, moga awet yahh",5,1,keren ngantrin barang ramah pesan bilang cepat original murah mantap jiwa moga awet yahh
18160,Memuaskan,Ini pertama kalinya saya online shopping. Pengirimannya lumayan cepat. Kurirnya ramah dan baik. Flashdisknya bagus. Terimakasih Lazada dan JNE.,5,1,kali online shopping kirim lumayan cepat kurir ramah flashdisknya bagus terimakasih lazada jne
18161,Mantap FD,SanDisk Flashdisk Cruzer Blade CZ50 - 16GB Mantap... diformat ke NTFS atau dibuat booting lancar jaya..,5,1,sandisk flashdisk cruzer blade cz gb mantap format ntfs booting lancar jaya
18162,Cman muat 8GB,Utk pengirimannya oke sangat puas. Tpi kapasitasnya cman muat 8GB aja. Pdhal d cek properties nya sih emng 16GB -_-,3,0,kirim oke puas kapasitas cman muat gb d cek properties nya sih emang gb
18163,Bagus,"baranya diterima dalam kondisi baik, pemaketan rapi dan aman. tetapi kurir kurang ramah saat mengantarkan barang, terkesan ogah ogahan.",5,1,bara terima kondisi maket rapi aman kurir ramah antar barang kes ogah ogah
18166,Dua Bintang,"Lumayan. Tapi kadang kalau ke beda laptop sering muncul ada virus. Jd kurang nyaman deh, soalnya barang baru kok ada virusnya.",2,0,lumayan kadang beda laptop muncul virus nyaman deh barang virus
18167,Lubang sempit,"Sudah coba colokin ke laptop dan speaker aktif , agak seret nyolokin dan juga nyabutnya , sementara itu ja",3,0,coba colokin laptop speaker aktif seret nyolokin nyabutnya
18168,Barang belum sampai,"Assalamu'alaikum wr.wb Saya sudah pesan barangnya dari hari minggu, tpi knpa smpai skrg msih blum dtang ya gan? Pdahal berdasarkan email yg saya terima barangnya akam sampai pada tgl 2-3 oktober ini.",3,0,assalamu alaikum wr wb pesan barang minggu ya juragan dasar email terima barang akam tanggal oktober
18169,Puas,Produk dikirim dengan cepat 1 hari sampai.produk original bergaransi 5 th. Pacaking rapi. Trimakasih.,5,1,produk kirim cepat produk original garansi th pacaking rapi trimakasih
18170,Good,"Barang bgus .... Pengiriman cepat cuma 2 - 3 hari , gratis ongkir lagi .... Tapi blum dicoba original atau tidak yang penting sampai dengan selamat dan murah semoga awet lah pokoknya good lah",5,1,barang bgus kirim cepat gratis ongkir coba original selamat murah moga awet pokok good
18171,Barang sudah sampai,Barang bagus dan packing rapi hanya saja no resi tidak segera di beri tahu jika dah ada di kurir..  :(,4,1,barang bagus packing rapi nomor resi kurir
